"Cobbly"|"82283230"|"22348285"
"Extremely cobbly"|"82283233"|"22348288"
"Cobbly"|"82283238"|"22348291"
"Extremely cobbly"|"82283241"|"22348294"
"Gravelly"|"82283246"|"22348295"
"Very channery"|"82283251"|"22348297"
"Gravelly"|"82283257"|"22348298"
"Gravelly"|"82283259"|"22348299"
"Stony"|"82283264"|"22348301"
"Gravelly"|"82283266"|"22348303"
"Gravelly"|"82283271"|"22348304"
"Gravelly"|"82283276"|"22348305"
"Gravelly"|"82283282"|"22348306"
"Gravelly"|"82283284"|"22348307"
"Very channery"|"82283289"|"22348309"
"Gravelly"|"82283313"|"22348310"
"Gravelly"|"82283316"|"22348311"
"Very gravelly"|"82283326"|"22348312"
"Gravelly"|"82283336"|"22348313"
"Gravelly"|"82283348"|"22348314"
"Gravelly"|"82283351"|"22348315"
"Gravelly"|"82283365"|"22348318"
"Gravelly"|"82283367"|"22348320"
"Gravelly"|"82283377"|"22348321"
"Gravelly"|"82283389"|"22348322"
"Gravelly"|"82283392"|"22348324"
"Gravelly"|"82283396"|"22348325"
"Gravelly"|"82283399"|"22348327"
"Gravelly"|"82283403"|"22348328"
"Gravelly"|"82283406"|"22348329"
"Very gravelly"|"82283411"|"22348330"
"Very gravelly"|"82283412"|"22348331"
"Very gravelly"|"82283415"|"22348334"
"Gravelly"|"82283425"|"22348337"
"Gravelly"|"82283428"|"22348338"
"Gravelly"|"82283431"|"22348339"
"Gravelly"|"82283434"|"22348340"
"Gravelly"|"82283438"|"22348342"
"Gravelly"|"82283442"|"22348344"
"Gravelly"|"82283458"|"22348345"
"Gravelly"|"82283461"|"22348346"
"Gravelly"|"82283464"|"22348347"
"Gravelly"|"82283465"|"22348348"
"Cobbly"|"82283470"|"22348353"
"Extremely gravelly"|"82283473"|"22348356"
"Gravelly"|"82283477"|"22348357"
"Gravelly"|"82283480"|"22348358"
"Very gravelly"|"82283484"|"22348359"
"Extremely gravelly"|"82283487"|"22348362"
"Extremely gravelly"|"82283490"|"22348365"
"Gravelly"|"82283500"|"22348366"
"Gravelly"|"82283503"|"22348367"
"Gravelly"|"82283506"|"22348369"
"Extremely gravelly"|"82283521"|"22348372"
"Extremely gravelly"|"82283524"|"22348375"
"Channery"|"82283527"|"22348376"
"Very gravelly"|"82283533"|"22348377"
"Extremely gravelly"|"82283536"|"22348380"
"Extremely gravelly"|"82283539"|"22348383"
"Gravelly"|"82283549"|"22348385"
"Gravelly"|"82283553"|"22348387"
"Gravelly"|"82283557"|"22348388"
"Gravelly"|"82283559"|"22348389"
"Very gravelly"|"82283564"|"22348391"
"Extremely gravelly"|"82283567"|"22348394"
"Extremely gravelly"|"82283570"|"22348397"
"Very gravelly"|"82283574"|"22348398"
"Extremely gravelly"|"82283577"|"22348401"
"Very gravelly"|"82283578"|"22348402"
"Very gravelly"|"82283584"|"22348405"
"Extremely gravelly"|"82283587"|"22348408"
"Extremely gravelly"|"82283590"|"22348411"
"Gravelly"|"82283594"|"22348412"
"Very gravelly"|"82283597"|"22348414"
"Gravelly"|"82283600"|"22348415"
"Gravelly"|"82283603"|"22348417"
"Very gravelly"|"82283608"|"22348418"
"Extremely gravelly"|"82283611"|"22348421"
"Gravelly"|"82283613"|"22348423"
"Gravelly"|"82283617"|"22348425"
"Gravelly"|"82283620"|"22348426"
"Gravelly"|"82283624"|"22348427"
"Gravelly"|"82283627"|"22348429"
"Gravelly"|"82283636"|"22348430"
"Gravelly"|"82283639"|"22348431"
"Gravelly"|"82283644"|"22348432"
"Very gravelly"|"82283647"|"22348434"
"Gravelly"|"82283650"|"22348435"
"Gravelly"|"82283653"|"22348437"
"Gravelly"|"82283657"|"22348438"
"Gravelly"|"82283660"|"22348440"
"Gravelly"|"82283665"|"22348441"
"Gravelly"|"82283668"|"22348442"
"Gravelly"|"82283671"|"22348443"
"Gravelly"|"82283674"|"22348444"
"Very gravelly"|"82283679"|"22348445"
"Extremely gravelly"|"82283682"|"22348448"
"Extremely gravelly"|"82283685"|"22348451"
"Very gravelly"|"82283689"|"22348452"
"Extremely gravelly"|"82283692"|"22348455"
"Extremely gravelly"|"82283695"|"22348458"
"Gravelly"|"82283698"|"22348459"
"Gravelly"|"82283701"|"22348461"
"Gravelly"|"82283706"|"22348462"
"Gravelly"|"82283709"|"22348463"
"Channery"|"82283712"|"22348464"
"Gravelly"|"82283717"|"22348465"
"Gravelly"|"82283720"|"22348467"
"Very gravelly"|"82283725"|"22348468"
"Gravelly"|"82283727"|"22348470"
"Extremely gravelly"|"82283731"|"22348474"
"Channery"|"82283734"|"22348475"
"Very gravelly"|"82283740"|"22348476"
"Extremely gravelly"|"82283743"|"22348479"
