"not used"|"14203614"|"9815880"
"not used"|"14203615"|"9815881"
"not used"|"14203617"|"9815882"
"not used"|"14203618"|"9815883"
"not used"|"14203619"|"9815884"
"not used"|"14203620"|"9815885"
"shallow"|"14203621"|"9815886"
"shallow"|"14203622"|"9815887"
"not used"|"14203623"|"9815888"
"not used"|"14203624"|"9815889"
"not used"|"14203625"|"9815890"
"not used"|"14203626"|"9815891"
"not used"|"14203627"|"9815892"
"shallow"|"14203628"|"9815893"
"not used"|"14203629"|"9815894"
"not used"|"14203630"|"9815895"
"shallow"|"14203631"|"9815896"
"not used"|"14203632"|"9815897"
"not used"|"14203633"|"9815898"
"not used"|"14203634"|"9815899"
"not used"|"14203635"|"9815900"
"not used"|"14203636"|"9815901"
"not used"|"14203637"|"9815902"
"not used"|"14203638"|"9815903"
"not used"|"14203639"|"9815904"
"not used"|"14203640"|"9815905"
"not used"|"14203641"|"9815906"
"shallow"|"14203642"|"9815907"
"not used"|"14203643"|"9815908"
"not used"|"14203644"|"9815909"
"shallow"|"14203645"|"9815910"
"not used"|"14203646"|"9815911"
"not used"|"14203647"|"9815912"
"not used"|"14203649"|"9815913"
"not used"|"14203650"|"9815914"
"not used"|"14203651"|"9815915"
"not used"|"14203652"|"9815916"
"shallow"|"14203653"|"9815917"
"not used"|"14203654"|"9815918"
"not used"|"14203655"|"9815919"
"not used"|"14203656"|"9815920"
"not used"|"14203657"|"9815921"
"not used"|"14203658"|"9815922"
"not used"|"14203659"|"9815923"
"not used"|"14203660"|"9815924"
"not used"|"14203661"|"9815925"
"not used"|"14203662"|"9815926"
"not used"|"14203663"|"9815927"
"not used"|"14203664"|"9815928"
"not used"|"14203665"|"9815929"
"shallow"|"14203666"|"9815930"
"not used"|"14203667"|"9815931"
"not used"|"14203668"|"9815932"
"not used"|"14203669"|"9815933"
"not used"|"14203670"|"9815934"
"not used"|"14203671"|"9815935"
"not used"|"14203672"|"9815936"
"not used"|"14203673"|"9815937"
"not used"|"14203674"|"9815938"
"shallow"|"14203675"|"9815939"
"not used"|"14203676"|"9815940"
"not used"|"14203677"|"9815941"
"shallow"|"14203678"|"9815942"
"not used"|"14203679"|"9815943"
"not used"|"14203680"|"9815944"
"not used"|"14203681"|"9815945"
"not used"|"14203683"|"9815946"
"not used"|"14203684"|"9815947"
"not used"|"14203685"|"9815948"
"not used"|"14203686"|"9815949"
"not used"|"14203687"|"9815950"
"not used"|"14203688"|"9815951"
"not used"|"14203689"|"9815952"
"not used"|"14203690"|"9815953"
"shallow"|"14203691"|"9815954"
"not used"|"14203692"|"9815955"
"not used"|"14203693"|"9815956"
"not used"|"14203694"|"9815957"
"not used"|"14203696"|"9815958"
"not used"|"14203697"|"9815959"
"not used"|"14203698"|"9815960"
"not used"|"14203699"|"9815961"
"not used"|"14203700"|"9815962"
"not used"|"14203701"|"9815963"
"not used"|"14203702"|"9815964"
"not used"|"14203703"|"9815965"
"not used"|"14203704"|"9815966"
"not used"|"14203705"|"9815967"
"not used"|"14203706"|"9815968"
"shallow"|"14203707"|"9815969"
"not used"|"14203708"|"9815970"
"not used"|"14203709"|"9815971"
"not used"|"14203710"|"9815972"
"not used"|"14203711"|"9815973"
"not used"|"14203712"|"9815974"
"not used"|"14203713"|"9815975"
"not used"|"14203714"|"9815976"
"not used"|"14203715"|"9815977"
"not used"|"14203716"|"9815978"
"not used"|"14203717"|"9815979"
"not used"|"14203718"|"9815980"
"shallow"|"14203719"|"9815981"
"not used"|"14203720"|"9815982"
"not used"|"14203721"|"9815983"
"not used"|"14203722"|"9815984"
"shallow"|"14203723"|"9815985"
"not used"|"14203724"|"9815986"
"shallow"|"14203725"|"9815987"
"shallow"|"14203726"|"9815988"
"shallow"|"14203727"|"9815989"
"not used"|"14203728"|"9815990"
"not used"|"14203730"|"9815991"
"not used"|"14203731"|"9815992"
"not used"|"14203732"|"9815993"
"not used"|"14203733"|"9815994"
"shallow"|"14203734"|"9815995"
"not used"|"14203735"|"9815996"
"shallow"|"14203736"|"9815997"
"not used"|"14203737"|"9815998"
"not used"|"14203738"|"9815999"
"not used"|"14203739"|"9816000"
"not used"|"14203740"|"9816001"
"not used"|"14203741"|"9816002"
"not used"|"14203742"|"9816003"
"not used"|"14203743"|"9816004"
"not used"|"14203744"|"9816005"
"shallow"|"14203745"|"9816006"
"not used"|"14203746"|"9816007"
"not used"|"14203747"|"9816008"
"not used"|"14203748"|"9816009"
"shallow"|"14203749"|"9816010"
"not used"|"14203750"|"9816011"
"shallow"|"14203751"|"9816012"
"shallow"|"14203752"|"9816013"
"not used"|"14203753"|"9816014"
"shallow"|"14203754"|"9816015"
"shallow"|"14203755"|"9816016"
"not used"|"14203756"|"9816017"
"not used"|"14203757"|"9816018"
"shallow"|"14203758"|"9816019"
"not used"|"14203759"|"9816020"
"not used"|"14203760"|"9816021"
"not used"|"14203761"|"9816022"
"not used"|"14203762"|"9816023"
